Activity ID,Contact ID,Account ID,Activity Date,Campaign Name,Channel,Activity Type,Asset Name,UTM Source,UTM Medium,UTM Campaign,Engagement Score Impact,Lead Stage at Time of Touch,Summary
fdf011ac,4704f00f,e17b5956,2025-03-25,Tech Conference 2025,Organic Social,Clicked LinkedIn Post,,organic_social,organic,tech_conference_2025,6,Subscriber,Clicked LinkedIn Post from campaign 'Tech Conference 2025' via Organic Social. Asset: .
41057ec6,a15b423c,e2d78717,2025-04-25,Gartner Report Promo,Website,Visited Homepage,Demo Video,website,organic,gartner_report_promo,8,MQL,Visited Homepage from campaign 'Gartner Report Promo' via Website. Asset: Demo Video.
07b007ef,ab96cdd8,390fd2e4,2025-04-24,Spring Nurture Email Series,Website,Visited Pricing Page,Blog: AI in RevOps,website,organic,spring_nurture_email_series,15,Lead,Visited Pricing Page from campaign 'Spring Nurture Email Series' via Website. Asset: Blog: AI in RevOps.
c8c0ca3b,ddfc1f26,ea4ba26d,2025-02-07,AI for Marketers Guide,Paid Ad,Viewed Ad,Blog: AI in RevOps,paid_ad,cpc,ai_for_marketers_guide,10,Subscriber,Viewed Ad from campaign 'AI for Marketers Guide' via Paid Ad. Asset: Blog: AI in RevOps.
6d08caef,ddfc1f26,ea4ba26d,2025-02-01,AI for Marketers Guide,Event,Registered Event,,event,organic,ai_for_marketers_guide,12,Lead,Registered Event from campaign 'AI for Marketers Guide' via Event. Asset: .
85bf070d,ddfc1f26,ea4ba26d,2025-03-15,AI for Marketers Guide,Organic Social,Viewed Organic Video,,organic_social,organic,ai_for_marketers_guide,13,Lead,Viewed Organic Video from campaign 'AI for Marketers Guide' via Organic Social. Asset: .
f2df5c42,c9bf31e0,2402171d,2025-02-10,Tech Conference 2025,Event,Registered Event,,event,organic,tech_conference_2025,12,Subscriber,Registered Event from campaign 'Tech Conference 2025' via Event. Asset: .
9ad960fe,c9bf31e0,2402171d,2025-03-02,Gartner Report Promo,Website,Visited Pricing Page,Gartner Magic Quadrant,website,organic,gartner_report_promo,5,Subscriber,Visited Pricing Page from campaign 'Gartner Report Promo' via Website. Asset: Gartner Magic Quadrant.
0a3cf4e1,c9bf31e0,2402171d,2025-04-19,Spring Nurture Email Series,Paid Ad,Clicked Ad,Blog: AI in RevOps,paid_ad,cpc,spring_nurture_email_series,4,Lead,Clicked Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: Blog: AI in RevOps.
22c95552,c9bf31e0,2402171d,2025-03-21,2025 Demand Gen Webinar,Webinar,Attended Webinar,,webinar,organic,2025_demand_gen_webinar,15,MQL,Attended Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
343db483,c9bf31e0,2402171d,2025-03-19,2025 Demand Gen Webinar,Webinar,Attended Webinar,,webinar,organic,2025_demand_gen_webinar,4,MQL,Attended Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
5b0d890f,71079ccd,243f3f59,2025-02-26,Spring Nurture Email Series,Event,Registered Event,,event,organic,spring_nurture_email_series,9,MQL,Registered Event from campaign 'Spring Nurture Email Series' via Event. Asset: .
1a0fa79f,71079ccd,243f3f59,2025-01-07,Gartner Report Promo,Email,Clicked Email,ROI Calculator,email,organic,gartner_report_promo,4,Subscriber,Clicked Email from campaign 'Gartner Report Promo' via Email. Asset: ROI Calculator.
4a3c88c0,71079ccd,243f3f59,2025-02-03,AI for Marketers Guide,Website,Downloaded Guide,2025 Buying Guide,website,organic,ai_for_marketers_guide,15,Subscriber,Downloaded Guide from campaign 'AI for Marketers Guide' via Website. Asset: 2025 Buying Guide.
6b6e320e,93e7b9d4,2cef0b8d,2025-03-01,2025 Demand Gen Webinar,Webinar,Attended Webinar,,webinar,organic,2025_demand_gen_webinar,6,SQL,Attended Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
7b7bfd47,6ffd9393,771c2f7d,2025-02-09,2025 Demand Gen Webinar,Organic Social,Clicked LinkedIn Post,,organic_social,organic,2025_demand_gen_webinar,10,SQL,Clicked LinkedIn Post from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
32046d92,6ffd9393,771c2f7d,2025-04-17,Spring Nurture Email Series,Webinar,Registered Webinar,,webinar,organic,spring_nurture_email_series,15,Subscriber,Registered Webinar from campaign 'Spring Nurture Email Series' via Webinar. Asset: .
d51b126b,6ffd9393,771c2f7d,2025-03-06,LinkedIn Sponsored Post,Paid Ad,Viewed Ad,ROI Calculator,paid_ad,cpc,linkedin_sponsored_post,10,Subscriber,Viewed Ad from campaign 'LinkedIn Sponsored Post' via Paid Ad. Asset: ROI Calculator.
dc157a4e,ed78a33c,8c131147,2025-04-02,2025 Demand Gen Webinar,Organic Social,Clicked LinkedIn Post,,organic_social,organic,2025_demand_gen_webinar,3,MQL,Clicked LinkedIn Post from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
e8030560,ed78a33c,8c131147,2025-02-25,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,12,MQL,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
b35f0b13,34d3524f,5bdaa52a,2025-02-27,Tech Conference 2025,Email,Opened Email,2025 Buying Guide,email,organic,tech_conference_2025,13,SQL,Opened Email from campaign 'Tech Conference 2025' via Email. Asset: 2025 Buying Guide.
662b1628,34d3524f,5bdaa52a,2025-04-07,Tech Conference 2025,Event,Registered Event,,event,organic,tech_conference_2025,9,MQL,Registered Event from campaign 'Tech Conference 2025' via Event. Asset: .
7cb11860,34d3524f,5bdaa52a,2025-03-21,Tech Conference 2025,Paid Ad,Viewed Ad,Gartner Magic Quadrant,paid_ad,cpc,tech_conference_2025,5,SQL,Viewed Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Gartner Magic Quadrant.
770e8a7c,34d3524f,5bdaa52a,2025-03-11,Tech Conference 2025,Webinar,Attended Webinar,,webinar,organic,tech_conference_2025,15,SQL,Attended Webinar from campaign 'Tech Conference 2025' via Webinar. Asset: .
21f75abe,07c326fe,4364c9df,2025-03-28,Spring Nurture Email Series,Website,Downloaded Guide,ROI Calculator,website,organic,spring_nurture_email_series,9,Subscriber,Downloaded Guide from campaign 'Spring Nurture Email Series' via Website. Asset: ROI Calculator.
3299bb19,e888b015,66ff51ff,2025-03-27,LinkedIn Sponsored Post,Event,Attended Event,,event,organic,linkedin_sponsored_post,8,Subscriber,Attended Event from campaign 'LinkedIn Sponsored Post' via Event. Asset: .
b42b70d2,e888b015,66ff51ff,2025-02-21,AI for Marketers Guide,Website,Visited Homepage,Gartner Magic Quadrant,website,organic,ai_for_marketers_guide,5,Lead,Visited Homepage from campaign 'AI for Marketers Guide' via Website. Asset: Gartner Magic Quadrant.
12359586,e888b015,66ff51ff,2025-02-25,Tech Conference 2025,Email,Clicked Email,ROI Calculator,email,organic,tech_conference_2025,12,MQL,Clicked Email from campaign 'Tech Conference 2025' via Email. Asset: ROI Calculator.
33529430,e888b015,66ff51ff,2025-03-25,Gartner Report Promo,Email,Submitted Form,Gartner Magic Quadrant,email,organic,gartner_report_promo,3,MQL,Submitted Form from campaign 'Gartner Report Promo' via Email. Asset: Gartner Magic Quadrant.
ae985de5,04cc5430,53a5fb50,2025-05-05,AI for Marketers Guide,Paid Ad,Viewed Ad,Blog: AI in RevOps,paid_ad,cpc,ai_for_marketers_guide,11,SQL,Viewed Ad from campaign 'AI for Marketers Guide' via Paid Ad. Asset: Blog: AI in RevOps.
f813fe4b,04cc5430,53a5fb50,2025-01-06,LinkedIn Sponsored Post,Paid Ad,Viewed Ad,2025 Buying Guide,paid_ad,cpc,linkedin_sponsored_post,11,MQL,Viewed Ad from campaign 'LinkedIn Sponsored Post' via Paid Ad. Asset: 2025 Buying Guide.
7da3e1e0,04cc5430,53a5fb50,2025-03-22,Gartner Report Promo,Email,Submitted Form,Blog: AI in RevOps,email,organic,gartner_report_promo,4,SQL,Submitted Form from campaign 'Gartner Report Promo' via Email. Asset: Blog: AI in RevOps.
3eeb8149,04cc5430,53a5fb50,2025-03-01,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,5,Lead,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
04c28592,799dd391,7b187336,2025-02-05,Tech Conference 2025,Email,Submitted Form,2025 Buying Guide,email,organic,tech_conference_2025,10,MQL,Submitted Form from campaign 'Tech Conference 2025' via Email. Asset: 2025 Buying Guide.
ae0150d6,88855ddd,08663cd1,2025-01-23,LinkedIn Sponsored Post,Paid Ad,Clicked Ad,2025 Buying Guide,paid_ad,cpc,linkedin_sponsored_post,14,Lead,Clicked Ad from campaign 'LinkedIn Sponsored Post' via Paid Ad. Asset: 2025 Buying Guide.
a58fa0bd,88855ddd,08663cd1,2025-03-01,Gartner Report Promo,Email,Opened Email,2025 Buying Guide,email,organic,gartner_report_promo,6,MQL,Opened Email from campaign 'Gartner Report Promo' via Email. Asset: 2025 Buying Guide.
d3a743c5,f1dafe15,6bb6c52b,2025-04-08,Gartner Report Promo,Event,Registered Event,,event,organic,gartner_report_promo,15,Lead,Registered Event from campaign 'Gartner Report Promo' via Event. Asset: .
f535e2d2,398c90be,14da604a,2025-04-08,Tech Conference 2025,Paid Ad,Viewed Ad,Gartner Magic Quadrant,paid_ad,cpc,tech_conference_2025,14,SQL,Viewed Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Gartner Magic Quadrant.
0162d270,0b800eca,1244f342,2025-01-15,AI for Marketers Guide,Website,Visited Homepage,Blog: AI in RevOps,website,organic,ai_for_marketers_guide,14,Lead,Visited Homepage from campaign 'AI for Marketers Guide' via Website. Asset: Blog: AI in RevOps.
08f9f723,0b800eca,1244f342,2025-03-18,Tech Conference 2025,Event,Registered Event,,event,organic,tech_conference_2025,3,SQL,Registered Event from campaign 'Tech Conference 2025' via Event. Asset: .
fe660723,0b800eca,1244f342,2025-03-18,LinkedIn Sponsored Post,Website,Visited Pricing Page,2025 Buying Guide,website,organic,linkedin_sponsored_post,10,Lead,Visited Pricing Page from campaign 'LinkedIn Sponsored Post' via Website. Asset: 2025 Buying Guide.
edc77f48,21f8d292,37fe6cc3,2025-04-28,2025 Demand Gen Webinar,Website,Visited Pricing Page,Demo Video,website,organic,2025_demand_gen_webinar,5,Lead,Visited Pricing Page from campaign '2025 Demand Gen Webinar' via Website. Asset: Demo Video.
373869d8,21f8d292,37fe6cc3,2025-02-20,Spring Nurture Email Series,Webinar,Attended Webinar,,webinar,organic,spring_nurture_email_series,14,MQL,Attended Webinar from campaign 'Spring Nurture Email Series' via Webinar. Asset: .
1e9b6229,21f8d292,37fe6cc3,2025-02-17,AI for Marketers Guide,Event,Registered Event,,event,organic,ai_for_marketers_guide,3,SQL,Registered Event from campaign 'AI for Marketers Guide' via Event. Asset: .
c4e58822,21f8d292,37fe6cc3,2025-03-24,Tech Conference 2025,Organic Social,Clicked LinkedIn Post,,organic_social,organic,tech_conference_2025,14,Subscriber,Clicked LinkedIn Post from campaign 'Tech Conference 2025' via Organic Social. Asset: .
fbce8a5b,21f8d292,37fe6cc3,2025-02-24,2025 Demand Gen Webinar,Paid Ad,Viewed Ad,2025 Buying Guide,paid_ad,cpc,2025_demand_gen_webinar,12,Subscriber,Viewed Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: 2025 Buying Guide.
db04ba54,a7711502,32e80b2d,2025-03-05,Spring Nurture Email Series,Event,Registered Event,,event,organic,spring_nurture_email_series,4,Subscriber,Registered Event from campaign 'Spring Nurture Email Series' via Event. Asset: .
bb79d957,a7711502,32e80b2d,2025-02-07,Gartner Report Promo,Organic Social,Clicked LinkedIn Post,,organic_social,organic,gartner_report_promo,14,SQL,Clicked LinkedIn Post from campaign 'Gartner Report Promo' via Organic Social. Asset: .
3caa0ffd,a7711502,32e80b2d,2025-01-19,LinkedIn Sponsored Post,Website,Downloaded Guide,Gartner Magic Quadrant,website,organic,linkedin_sponsored_post,11,Lead,Downloaded Guide from campaign 'LinkedIn Sponsored Post' via Website. Asset: Gartner Magic Quadrant.
e528fd7e,dc0888a1,53a5fb50,2025-04-17,Tech Conference 2025,Paid Ad,Viewed Ad,Demo Video,paid_ad,cpc,tech_conference_2025,4,Lead,Viewed Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Demo Video.
6ce64f90,dc0888a1,53a5fb50,2025-04-26,2025 Demand Gen Webinar,Paid Ad,Viewed Ad,Demo Video,paid_ad,cpc,2025_demand_gen_webinar,12,MQL,Viewed Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: Demo Video.
05b39b08,dc0888a1,53a5fb50,2025-04-13,LinkedIn Sponsored Post,Organic Social,Clicked LinkedIn Post,,organic_social,organic,linkedin_sponsored_post,12,Lead,Clicked LinkedIn Post from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
0d9e4aa7,dc0888a1,53a5fb50,2025-01-20,Spring Nurture Email Series,Email,Opened Email,ROI Calculator,email,organic,spring_nurture_email_series,15,Subscriber,Opened Email from campaign 'Spring Nurture Email Series' via Email. Asset: ROI Calculator.
59b6c237,dc0888a1,53a5fb50,2025-03-27,2025 Demand Gen Webinar,Website,Visited Homepage,Demo Video,website,organic,2025_demand_gen_webinar,3,SQL,Visited Homepage from campaign '2025 Demand Gen Webinar' via Website. Asset: Demo Video.
36ff8064,32900357,8036786c,2025-04-02,2025 Demand Gen Webinar,Email,Submitted Form,Gartner Magic Quadrant,email,organic,2025_demand_gen_webinar,3,MQL,Submitted Form from campaign '2025 Demand Gen Webinar' via Email. Asset: Gartner Magic Quadrant.
0e8ed9d9,32900357,8036786c,2025-03-21,Gartner Report Promo,Paid Ad,Clicked Ad,2025 Buying Guide,paid_ad,cpc,gartner_report_promo,3,Lead,Clicked Ad from campaign 'Gartner Report Promo' via Paid Ad. Asset: 2025 Buying Guide.
74cbdbf9,32900357,8036786c,2025-01-23,Tech Conference 2025,Paid Ad,Clicked Ad,Gartner Magic Quadrant,paid_ad,cpc,tech_conference_2025,6,MQL,Clicked Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Gartner Magic Quadrant.
7b6f3210,32900357,8036786c,2025-03-13,Gartner Report Promo,Email,Submitted Form,Blog: AI in RevOps,email,organic,gartner_report_promo,14,Lead,Submitted Form from campaign 'Gartner Report Promo' via Email. Asset: Blog: AI in RevOps.
d95012de,12a898fb,32e80b2d,2025-01-07,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,6,Subscriber,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
1bbccbb9,de3d1b4e,ccf52f19,2025-05-05,AI for Marketers Guide,Event,Registered Event,,event,organic,ai_for_marketers_guide,10,SQL,Registered Event from campaign 'AI for Marketers Guide' via Event. Asset: .
8005261c,de3d1b4e,ccf52f19,2025-02-28,Gartner Report Promo,Email,Clicked Email,Demo Video,email,organic,gartner_report_promo,3,Subscriber,Clicked Email from campaign 'Gartner Report Promo' via Email. Asset: Demo Video.
259dfa76,de3d1b4e,ccf52f19,2025-04-10,Spring Nurture Email Series,Paid Ad,Viewed Ad,ROI Calculator,paid_ad,cpc,spring_nurture_email_series,12,Lead,Viewed Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: ROI Calculator.
e45d1e48,de3d1b4e,ccf52f19,2025-04-20,AI for Marketers Guide,Website,Visited Homepage,2025 Buying Guide,website,organic,ai_for_marketers_guide,5,Lead,Visited Homepage from campaign 'AI for Marketers Guide' via Website. Asset: 2025 Buying Guide.
26090435,b3f0d4fe,996b7a74,2025-04-21,LinkedIn Sponsored Post,Event,Registered Event,,event,organic,linkedin_sponsored_post,3,Lead,Registered Event from campaign 'LinkedIn Sponsored Post' via Event. Asset: .
7d37a4c6,b3f0d4fe,996b7a74,2025-04-18,AI for Marketers Guide,Organic Social,Clicked LinkedIn Post,,organic_social,organic,ai_for_marketers_guide,11,Lead,Clicked LinkedIn Post from campaign 'AI for Marketers Guide' via Organic Social. Asset: .
868307ca,b3f0d4fe,996b7a74,2025-01-13,2025 Demand Gen Webinar,Webinar,Registered Webinar,,webinar,organic,2025_demand_gen_webinar,4,Subscriber,Registered Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
dda33f31,b3f0d4fe,996b7a74,2025-01-24,Tech Conference 2025,Paid Ad,Viewed Ad,Gartner Magic Quadrant,paid_ad,cpc,tech_conference_2025,14,Subscriber,Viewed Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Gartner Magic Quadrant.
2d389e12,0febf1b6,21c1e518,2025-01-30,2025 Demand Gen Webinar,Organic Social,Clicked LinkedIn Post,,organic_social,organic,2025_demand_gen_webinar,9,MQL,Clicked LinkedIn Post from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
ab8f3477,0febf1b6,21c1e518,2025-03-07,Tech Conference 2025,Event,Attended Event,,event,organic,tech_conference_2025,3,Lead,Attended Event from campaign 'Tech Conference 2025' via Event. Asset: .
7daf229a,c73159bb,1bb260a7,2025-03-23,LinkedIn Sponsored Post,Email,Submitted Form,2025 Buying Guide,email,organic,linkedin_sponsored_post,7,Lead,Submitted Form from campaign 'LinkedIn Sponsored Post' via Email. Asset: 2025 Buying Guide.
d05ee757,c73159bb,1bb260a7,2025-03-09,Tech Conference 2025,Paid Ad,Viewed Ad,2025 Buying Guide,paid_ad,cpc,tech_conference_2025,3,Lead,Viewed Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: 2025 Buying Guide.
5b60b194,6a0d46ee,ce08752d,2025-03-11,Gartner Report Promo,Webinar,Registered Webinar,,webinar,organic,gartner_report_promo,11,SQL,Registered Webinar from campaign 'Gartner Report Promo' via Webinar. Asset: .
592d6fbb,93e0005d,1f7170c8,2025-04-02,Gartner Report Promo,Email,Submitted Form,Gartner Magic Quadrant,email,organic,gartner_report_promo,10,Lead,Submitted Form from campaign 'Gartner Report Promo' via Email. Asset: Gartner Magic Quadrant.
a2f368fa,c1ccf90b,e2d78717,2025-04-23,2025 Demand Gen Webinar,Organic Social,Clicked LinkedIn Post,,organic_social,organic,2025_demand_gen_webinar,6,Subscriber,Clicked LinkedIn Post from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
f711d9a4,c1ccf90b,e2d78717,2025-02-08,AI for Marketers Guide,Email,Clicked Email,2025 Buying Guide,email,organic,ai_for_marketers_guide,9,MQL,Clicked Email from campaign 'AI for Marketers Guide' via Email. Asset: 2025 Buying Guide.
31b6ee95,5c5c68fa,2402171d,2025-01-06,Tech Conference 2025,Email,Submitted Form,2025 Buying Guide,email,organic,tech_conference_2025,4,Subscriber,Submitted Form from campaign 'Tech Conference 2025' via Email. Asset: 2025 Buying Guide.
8a235753,5c5c68fa,2402171d,2025-02-24,2025 Demand Gen Webinar,Paid Ad,Clicked Ad,Gartner Magic Quadrant,paid_ad,cpc,2025_demand_gen_webinar,11,SQL,Clicked Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: Gartner Magic Quadrant.
2c99a50f,b04ba800,6459acc5,2025-04-25,2025 Demand Gen Webinar,Website,Visited Homepage,Gartner Magic Quadrant,website,organic,2025_demand_gen_webinar,10,MQL,Visited Homepage from campaign '2025 Demand Gen Webinar' via Website. Asset: Gartner Magic Quadrant.
62f70de9,b04ba800,6459acc5,2025-02-24,Spring Nurture Email Series,Event,Attended Event,,event,organic,spring_nurture_email_series,9,Subscriber,Attended Event from campaign 'Spring Nurture Email Series' via Event. Asset: .
99860f6f,b04ba800,6459acc5,2025-01-22,Tech Conference 2025,Email,Clicked Email,ROI Calculator,email,organic,tech_conference_2025,11,Lead,Clicked Email from campaign 'Tech Conference 2025' via Email. Asset: ROI Calculator.
9bd8b8d1,d61fd74b,5bdaa52a,2025-02-19,AI for Marketers Guide,Email,Clicked Email,Gartner Magic Quadrant,email,organic,ai_for_marketers_guide,12,MQL,Clicked Email from campaign 'AI for Marketers Guide' via Email. Asset: Gartner Magic Quadrant.
5bbc43d6,d61fd74b,5bdaa52a,2025-01-24,Tech Conference 2025,Website,Visited Pricing Page,Blog: AI in RevOps,website,organic,tech_conference_2025,6,SQL,Visited Pricing Page from campaign 'Tech Conference 2025' via Website. Asset: Blog: AI in RevOps.
ef62e1ef,e19be23d,6.18E+14,2025-02-21,Spring Nurture Email Series,Email,Clicked Email,Demo Video,email,organic,spring_nurture_email_series,3,Lead,Clicked Email from campaign 'Spring Nurture Email Series' via Email. Asset: Demo Video.
2bb52084,e19be23d,6.18E+14,2025-04-10,2025 Demand Gen Webinar,Paid Ad,Clicked Ad,ROI Calculator,paid_ad,cpc,2025_demand_gen_webinar,7,Subscriber,Clicked Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: ROI Calculator.
687143b3,af831d57,4b907b98,2025-03-25,2025 Demand Gen Webinar,Webinar,Registered Webinar,,webinar,organic,2025_demand_gen_webinar,6,Subscriber,Registered Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
5994b8ad,af831d57,4b907b98,2025-03-09,LinkedIn Sponsored Post,Organic Social,Viewed Organic Video,,organic_social,organic,linkedin_sponsored_post,6,Lead,Viewed Organic Video from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
283695ef,af831d57,4b907b98,2025-01-19,Tech Conference 2025,Paid Ad,Clicked Ad,Blog: AI in RevOps,paid_ad,cpc,tech_conference_2025,6,MQL,Clicked Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Blog: AI in RevOps.
ca93df48,af831d57,4b907b98,2025-02-20,LinkedIn Sponsored Post,Organic Social,Clicked LinkedIn Post,,organic_social,organic,linkedin_sponsored_post,14,Lead,Clicked LinkedIn Post from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
3556fc7b,3c51fa97,c632e010,2025-02-26,Spring Nurture Email Series,Website,Visited Pricing Page,Demo Video,website,organic,spring_nurture_email_series,9,MQL,Visited Pricing Page from campaign 'Spring Nurture Email Series' via Website. Asset: Demo Video.
93ba87da,3c51fa97,c632e010,2025-03-01,LinkedIn Sponsored Post,Email,Opened Email,ROI Calculator,email,organic,linkedin_sponsored_post,10,Lead,Opened Email from campaign 'LinkedIn Sponsored Post' via Email. Asset: ROI Calculator.
85a149b4,d6bd82fa,c70ca7a8,2025-01-14,Tech Conference 2025,Webinar,Registered Webinar,,webinar,organic,tech_conference_2025,9,Subscriber,Registered Webinar from campaign 'Tech Conference 2025' via Webinar. Asset: .
5d80e241,d6bd82fa,c70ca7a8,2025-02-06,Tech Conference 2025,Webinar,Attended Webinar,,webinar,organic,tech_conference_2025,12,Lead,Attended Webinar from campaign 'Tech Conference 2025' via Webinar. Asset: .
f52314e8,4bd1058c,fe506cce,2025-02-07,Gartner Report Promo,Website,Downloaded Guide,Gartner Magic Quadrant,website,organic,gartner_report_promo,12,Subscriber,Downloaded Guide from campaign 'Gartner Report Promo' via Website. Asset: Gartner Magic Quadrant.
e74528c9,4bd1058c,fe506cce,2025-03-18,LinkedIn Sponsored Post,Paid Ad,Viewed Ad,Blog: AI in RevOps,paid_ad,cpc,linkedin_sponsored_post,9,SQL,Viewed Ad from campaign 'LinkedIn Sponsored Post' via Paid Ad. Asset: Blog: AI in RevOps.
4af0f4d2,4bd1058c,fe506cce,2025-01-12,2025 Demand Gen Webinar,Organic Social,Clicked LinkedIn Post,,organic_social,organic,2025_demand_gen_webinar,8,MQL,Clicked LinkedIn Post from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
0a086de4,0ef704b2,9335e808,2025-03-23,AI for Marketers Guide,Organic Social,Clicked LinkedIn Post,,organic_social,organic,ai_for_marketers_guide,11,Subscriber,Clicked LinkedIn Post from campaign 'AI for Marketers Guide' via Organic Social. Asset: .
5a081892,0ef704b2,9335e808,2025-03-05,Tech Conference 2025,Email,Submitted Form,Demo Video,email,organic,tech_conference_2025,4,MQL,Submitted Form from campaign 'Tech Conference 2025' via Email. Asset: Demo Video.
bfdecfc3,0ef704b2,9335e808,2025-03-17,LinkedIn Sponsored Post,Webinar,Attended Webinar,,webinar,organic,linkedin_sponsored_post,9,Lead,Attended Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
530165c9,a6ec996a,53daa83b,2025-02-23,2025 Demand Gen Webinar,Paid Ad,Clicked Ad,ROI Calculator,paid_ad,cpc,2025_demand_gen_webinar,15,Lead,Clicked Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: ROI Calculator.
cd0996d6,8aaa5196,605e2246,2025-03-14,LinkedIn Sponsored Post,Organic Social,Viewed Organic Video,,organic_social,organic,linkedin_sponsored_post,11,SQL,Viewed Organic Video from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
6a1b3f73,8aaa5196,605e2246,2025-03-16,LinkedIn Sponsored Post,Email,Submitted Form,Blog: AI in RevOps,email,organic,linkedin_sponsored_post,5,Lead,Submitted Form from campaign 'LinkedIn Sponsored Post' via Email. Asset: Blog: AI in RevOps.
9be2abb1,8aaa5196,605e2246,2025-02-07,AI for Marketers Guide,Event,Attended Event,,event,organic,ai_for_marketers_guide,10,MQL,Attended Event from campaign 'AI for Marketers Guide' via Event. Asset: .
a6b0024d,8aaa5196,605e2246,2025-03-03,Gartner Report Promo,Organic Social,Clicked LinkedIn Post,,organic_social,organic,gartner_report_promo,8,MQL,Clicked LinkedIn Post from campaign 'Gartner Report Promo' via Organic Social. Asset: .
eb430342,25731c36,e17b5956,2025-04-18,Gartner Report Promo,Email,Clicked Email,Demo Video,email,organic,gartner_report_promo,3,SQL,Clicked Email from campaign 'Gartner Report Promo' via Email. Asset: Demo Video.
e57c67f3,25731c36,e17b5956,2025-04-29,Tech Conference 2025,Website,Visited Homepage,Gartner Magic Quadrant,website,organic,tech_conference_2025,8,Subscriber,Visited Homepage from campaign 'Tech Conference 2025' via Website. Asset: Gartner Magic Quadrant.
8c5f3a5b,d4623f85,7a916faf,2025-03-12,AI for Marketers Guide,Webinar,Attended Webinar,,webinar,organic,ai_for_marketers_guide,7,Lead,Attended Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
b233b82d,d4623f85,7a916faf,2025-04-25,Tech Conference 2025,Website,Visited Homepage,Gartner Magic Quadrant,website,organic,tech_conference_2025,5,SQL,Visited Homepage from campaign 'Tech Conference 2025' via Website. Asset: Gartner Magic Quadrant.
8175a4aa,d4623f85,7a916faf,2025-02-14,Gartner Report Promo,Webinar,Attended Webinar,,webinar,organic,gartner_report_promo,12,SQL,Attended Webinar from campaign 'Gartner Report Promo' via Webinar. Asset: .
46222401,d4623f85,7a916faf,2025-03-01,Tech Conference 2025,Paid Ad,Clicked Ad,Gartner Magic Quadrant,paid_ad,cpc,tech_conference_2025,8,Subscriber,Clicked Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Gartner Magic Quadrant.
8b389a6e,ad2c7f53,ea4ba26d,2025-01-31,Gartner Report Promo,Webinar,Attended Webinar,,webinar,organic,gartner_report_promo,5,MQL,Attended Webinar from campaign 'Gartner Report Promo' via Webinar. Asset: .
d6d7ce89,ad2c7f53,ea4ba26d,2025-03-11,Gartner Report Promo,Paid Ad,Clicked Ad,Demo Video,paid_ad,cpc,gartner_report_promo,14,Lead,Clicked Ad from campaign 'Gartner Report Promo' via Paid Ad. Asset: Demo Video.
afb13bf4,ad2c7f53,ea4ba26d,2025-04-05,2025 Demand Gen Webinar,Website,Visited Pricing Page,2025 Buying Guide,website,organic,2025_demand_gen_webinar,8,MQL,Visited Pricing Page from campaign '2025 Demand Gen Webinar' via Website. Asset: 2025 Buying Guide.
